"Cell01" "Cell02" "Cell03" "Cell04" "Cell05" "Cell06" "Cell07" "Cell08" "Cell09" "Cell10" "Cell11" "Cell12" "Cell13" "Cell14" "Cell15" "Cell16" "Cell17" "Cell18" "Cell19" "Cell20" "Cell21" "Cell22" "Cell23" "Cell24" "Cell25" "Normal"
"SS18" 0.122038 24.5604 10.5337 12.333 25.54 15.2797 0 27.1513 1.1372 14.0652 2.48233 0 0.101693 0 1.28141 2.43144 0 5.80425 0 0.56875 0 0 0.705845 0 0 64.3463
"SS18L1" 0 0 0.984861 1.61078 0 0 2.05399 0.206413 0 3.22352 0 11.2484 0.147182 0 8.13368 0.0283402 2.04644 0 0 2.40959 0 0 11.0748 8.28099 0 0
"SS18L2" 11.9492 15.2052 40.2247 3.83734 27.6556 19.3574 0 60.6842 0 29.3813 0 72.1655 0.513936 135.019 0 25.1619 2.36755 19.0646 12.4908 59.6837 0 0 29.042 0 0 0
"SSB" 17.106 71.4027 68.1658 18.4053 58.4909 0.15298 0 16.7594 0.595336 0 0.305513 23.6051 0.423307 0 20.1766 11.7173 7.72245 41.1672 51.8111 0.16918 0 61.3703 34.9924 2.72219 0 1.39046
"SSBP1" 53.5312 110.642 110.228 78.3149 54.8838 0 0 0.888253 100.743 70.2661 72.7625 120.959 4.29241 364.901 60.5998 69.6795 73.0664 65.054 197.668 0 0 56.1712 82.3457 32.0896 325.032 72.4645
"SSBP2" 0 0 0 0.0960013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SSBP3" 1.29055 0 0.916997 0.261764 3.53787 0 0 11.031 0 0 0 0.512009 15.0534 0 1.12871 4.02146 0.0609995 0 1.50094 0 0 10.3144 0.0532299 0 0 0
"SSBP4" 0 2.27319 0 0 0 0 0 0 2.35764 0 0 0.734932 6.70645 0 0 1.05468 0 0 0 0 0 0.14603 0 0 11.0485 0
"SSFA2" 0 33.2735 9.9563 7.96237 1.30499 0 0 19.7093 11.5971 19.434 15.2385 30.0007 0 71.5474 8.80451 10.1911 14.0766 29.7272 7.65855 1.63407 5.27507 3.41822 31.6161 75.8719 1.20001 0
"SSH1" 0 0.828888 0 1.86569 4.69635 0 0 0 0 0 0 2.41072 0 0 0 1.72908 0 6.61308 0 45.3143 0 0 0 0 0.216227 0
"SSH2" 1.36039 0 0.484202 0.0862374 0 0 0 0 0 0 0 0.55357 0 0 0 0 0 0.294896 0 0 1.20907 0.826585 0 0 1.48223 0
"SSH3" 0 2.83905 7.85668 0 8.12594 2.49965 10.6837 0 0 0 3.08602 0.0834239 0 0 17.0404 1.19691 0 9.47013 0 0 0 21.9484 0 0.611534 2.24227 0
"SSNA1" 3.64755 31.7677 45.4947 41.3139 73.7792 0 212.342 58.1861 120.583 18.5317 52.4187 36.8777 2.99305 30.6289 42.6941 4.67356 140.186 92.4817 17.1997 50.6539 0 9.9333 106.602 51.058 233.79 0
"SSR1" 20.5797 23.7357 7.11319 17.3789 6.48508 1.25831 0.0328653 15.0765 27.3488 16.3031 14.5051 7.81005 0.0341545 38.6846 2.24613 8.07856 9.27539 24.8182 4.9174 0.0272692 1.12735 35.2235 22.0294 11.7809 0 0
"SSR2" 27.1176 64.784 71.5773 114.448 101.534 178.036 0.33128 51.924 46.7641 125.547 213.771 172.716 79.3949 39.4465 20.0348 34.3703 113.357 40.4892 150.3 33.8207 0 188.48 126.347 41.7852 131.758 1.42392
"SSR3" 5.89168 27.9103 34.113 43.8412 29.4034 0 17.9485 43.9282 50.3055 18.1286 36.1483 35.638 5.36671 0 2.86408 8.9034 36.001 10.9133 30.5809 0 0.0937828 26.1035 67.0532 24.9093 0 0
"SSR4" 102.512 58.0088 97.7157 85.5942 120.2 3.04688 147.092 156.389 156.228 105.558 238.778 184.471 49.2469 90.5415 88.1203 94.6087 216.853 103.972 78.4932 49.5711 0 225.229 97.0293 3.14083 66.1583 0
"SSRP1" 40.1575 81.6813 15.9194 3.27228 26.8653 0 0 10.6394 76.4748 7.6326 0 49.1358 0.12201 37.3523 3.33099 20.9006 64.4287 35.0256 41.7412 55.07 0 4.74287 55.8644 12.5067 0 0
"SSSCA1" 1.70988 21.3814 70.3089 8.70266 8.75888 55.7624 0 54.4522 2.00452 26.6754 1.02487 28.185 92.8164 0 0 0 0 9.52856 0.444594 0 0 0.987407 14.442 0 0 0
"SST" 0 0 0 0 0 0 0 1.06091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SSTR1" 0 2.87153 3.9018 0.665842 11.6165 0 0 0 0 1.24599 0 0 0 0 0 1.32537 0 1.62065 2.72774 0 0 0 1.20037 0 0 0
"SSTR3" 0 0 0 0 0 0 0 0.126568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SSU72" 6.28407 29.1655 45.0107 36.1702 30.8796 0.208541 0.277863 181.054 37.0715 90.279 115.751 26.5711 75.2641 0 22.6641 86.3271 0 14.887 48.1098 20.7554 0 21.9859 18.4419 10.4184 0 0
"SSX1" 0 0 0 0 14.85 0 0 0 0 0 0 3.87141 0 0 0 0 0 34.5244 0 26.4091 0 40.9494 0 0 0 0
"SSX2" 0 0.146855 0 0 0 0.386832 0 0 0 0 0 0.0949729 0 0 0 0 0 0 0 0.767919 0 0 0 0 0 0
"SSX2B" 0 0.159344 0 0 0 0.427865 0 0 0 0 0 0.103064 0 0 0 0 0 0 0 0.808754 0 0 0 0 0 0
"SSX2IP" 8.68929 2.01892 14.1132 8.18092 2.3025 0 0 0 0 5.38843 1.91208 1.33612 0.0580194 73.5835 0 4.33389 0.0329102 18.668 5.77691 1.85397 0 8.7981 11.974 12.0246 0 0
"SSX3" 0 0 0 3.14554 6.15251 0 0 0 0 0 0 0 0 1.0991 0 0 0 0 0 0 0 0 7.38442 12.4694 0 0
"SSX6" 0 0 0 0 0 0 0 0 0 0 0 0.206015 0 0 0 0 0 0.657463 0 0 0 0.409759 0 0 0 0
"SSX8" 0 0 0 0 0.581251 0 0 0 0 0 0 0.17936 0 0 0 0 0 1.33481 0 3.47019 0 2.31798 0 0 0 0
"ST13" 71.8262 92.1859 141.925 117.444 60.8472 7.78879 0.0917426 65.8749 93.9379 137.429 132.871 99.5326 15.3226 101.134 98.3767 62.896 79.2536 120.02 111.536 6.34701 0 92.084 68.4352 84.2746 64.491 0
"ST13P4" 0 0.494699 0 0.279367 0 0 0 0 0 0 0 0 0 0 0.159784 0.176569 0 0.16998 0.434853 0 0 0 0 0 0 0
"ST14" 23.7648 3.56707 1.38214 6.15459 31.2408 54.3749 0 11.1565 0 1.78261 9.6234 1.29704 0 0 10.2489 2.02784 58.4691 27.8964 13.807 13.5101 0 0 0 0 0 0
"ST20" 0 44.4102 0 18.3281 12.9968 0.512372 0 26.7598 8.18345 56.5277 1.45334 32.7946 0 55.1972 5.98539 15.968 124.872 19.5134 22.2231 0 5.00984 17.8941 8.99362 0 0 0
"ST20-MTHFS" 3.05527e-05 4.29194e-05 0.000141427 1.85801e-05 4.80805e-05 0.00100839 7.53978e-06 7.05754e-05 2.67456e-07 5.9054e-05 1.42474e-05 2.07711e-05 1.07761e-06 3.87665e-05 6.98793e-06 8.13082e-06 9.32384 3.66958e-05 2.51738e-05 1.29474e-05 5.70433 0.000101951 9.35041e-12 0.000137801 0.601981 0
"ST3GAL1" 26.3785 0.894135 12.3223 5.56528 18.4509 0.0351843 1.97035 0 6.52012 8.40051 2.44491 21.7228 0.0487344 2.23646 1.12496 32.5122 14.4302 7.49356 14.9551 28.7666 0 3.44021 6.05102 6.10276 27.6212 127.267
"ST3GAL2" 0.18047 1.05685 0 4.3031 0.0853594 0 0 0 0 0 0 0 0 0 2.79124 6.72666 0 0.612822 1.71868 23.8089 15.2901 1.46014 0 18.6772 0 0
"ST3GAL3" 0.601648 5.40785 0 2.15657 0 0 0 0 0 39.5932 17.6421 13.6393 14.1907 0 0 5.49837 0 11.1545 0 0.796166 0 0.695276 0 0 0 0
"ST3GAL4" 0 0 0 1.02256 0 0 6.83627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.207877 0 0 0
"ST3GAL5" 2.07275 3.56524 0 0 16.9195 0 0 0 0 9.828 0 3.29289 24.9305 0 0 0 0 26.4494 0.0995742 0 0 17.4422 9.89291 0 0 0
"ST3GAL6" 0 1.30042 0.977389 0 0 0 0 0 1.06011 0 0 0 0 0 0 1.21343 0 0 0.192388 0 0 0 0.0537892 0 0 0
"ST3GAL6-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.355155 0 0 0 0 47.7895 0 0
"ST5" 0.272957 16.4679 8.03565 7.34067 12.1244 0.669009 0 33.2348 14.1462 2.87306 0 1.66834 5.68311 0 4.05739 3.63862 0 18.4567 5.40988 2.08829 0 36.1222 5.63636 0 18.5787 0
"ST6GAL1" 127.55 74.5991 148.394 88.9129 156.93 34.2758 0.575154 314.485 85.9305 63.7093 49.4651 201.232 10.5001 9.1539 12.4232 105.838 43.3768 98.0933 93.3463 0.409072 0 124.529 67.8607 22.2796 0.160269 0
"ST6GAL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0275353 0 0 0 0.0500564 0 0 0 0 0
"ST6GALNAC2" 16.7384 12.8836 7.16532 3.68486 0.380671 0 0 0 4.70013 0 0 5.2795 0 0 0 14.2444 0 9.59125 10.1106 5.08711 0 18.1792 0 0 102.732 0
"ST6GALNAC4" 0 0 0 0.278119 0 2.29656 0 0 0 0 0 0.159245 100.305 0 22.0277 0 0 0 0 0 0 1.74112 0 0 0 0
"ST6GALNAC6" 0 0 0 10.5656 12.7638 9.89205 0.169002 0 0 43.1127 4.04594 22.7549 0 0 0.245904 14.9273 0 0.130542 0.111508 0.280501 0 15.388 5.41028 0.45075 0 0
"ST7" 0.964741 62.5512 20.7392 19.5445 28.8677 0 0 0.244247 1.82187 0 51.5963 33.0365 0 66.4506 0 6.43343 0 14.3108 25.4381 0.138355 0 34.359 38.4821 12.7386 0 0
"ST7-AS1" 0 0 0 0 0 0 0 0 0 0 0.27243 0 0 0 2.25082 0.146175 0 0 0 33.3737 0 4.34163 0 0 0 0
"ST7-AS2" 0 0 0 0 0.482755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ST7-OT3" 0 1.74516e-26 2.19288e-12 3.02987e-17 1.98331e-19 0 0 0 0 0 1.83494e-20 9.13683e-14 0 1.05459e-25 0 5.13956e-15 0 0.299639 4.42204e-30 0 0 3.09948e-12 5.30458e-16 1.78159e-22 0 0
"ST7L" 6.28812 6.59782 0 2.05173 0.42832 0 0 0.105887 10.4006 0 0 0 0 0 2.83277 1.04199 0 0.559194 0 0 0 0 0 0 0 0
"ST8SIA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.036187 0 0 0 0.471254
"ST8SIA6-AS1" 3.27296 13.6082 34.3397 23.3476 11.1255 0 0 0 10.2529 32.8829 9.1605 18.2613 0 154.784 27.9093 20.1888 65.8762 28.3989 33.8678 2.81348 0 62.9859 10.3317 48.6759 0 0.75311
"STAC2" 0 0 0 0 0 0 0.100016 0.145977 0 0 0 0 0.103901 0 0 0 0 0 0 0 0 0 0 0 0 0
"STAG1" 3.62882 4.31338 0 4.38672 1.38808 0 0 21.5905 0 2.05209 4.98634 0 0 0 0 0 0 1.33466 3.02374 0 0 0 2.58327 0 0 0
"STAG2" 0 1.61809 0 0.603207 1.18805 0.276765 0 4.94695 4.99837 3.07281 0 3.61755 0 0 0 2.67546 0 0.308632 0.909343 0 0.10761 17.2079 0 0.133366 0 44.1643
"STAG3" 0 0 0 0.588121 0 0 0 0 0 0 0 0 0 0 0 0.931216 0 0 0 0 0 0 0 0 0 0
"STAG3L1" 0 0 0 0.394144 0 0 0 0 0 0 0 0 0 0.887247 0.341648 0 0 3.39251e-06 0 0 0 0 0 0 0 0
"STAG3L2" 0 0 0 1.62192 1.29173 0 0 1.33726 0.532048 0.506109 3.55004 0 0 32.3651 0 0 0 0.140982 0 0.605478 0 0 0 0 41.347 0
"STAG3L3" 0 0 0 0.00856508 0 0 0 0 0 0 0 0 0 0 0.00470838 0 0 0.603099 0 0 0 0 0 0 0 0
"STAG3L4" 0 26.3313 9.92172 13.1608 2.82393 6.22614 0 0 12.7837 23.4373 0 0 0.994216 0 8.35743 0 0 36.2203 0 10.9906 43.0677 38.3811 0 0 57.0401 0
"STAG3L5P" 0 0 0 0 0 0 8.05499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.13207 0
"STAG3L5P-PVRIG2P-PILRB" 0 6.43858e-07 1.564 3.88687 5.75057 6.94282e-07 1.81896e-06 0 0 1.62379e-06 0 0 7.99963e-07 0 4.5874 3.21038e-07 0 3.56948e-07 0 0.278292 1.02964e-06 5.01542e-07 3.90762e-07 0 1.48714e-07 0
"STAM" 0.109332 15.8001 0 5.54814 8.16898 0 0 0 0 0 0 0 0 0 0 0.421586 0 0 1.73493 0 0 2.02226 0 0 0 0
"STAM-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.41072 0 0 0 0 0.246587 0
"STAM2" 0 1.69566 0 1.20199 0.131908 0 0 0 8.67926 0 0 0.0811839 0 0 0.0406973 0.627104 0 0 0 0 0 0.0805528 1.32424 7.2875 0 0
"STAMBP" 0 8.60043 7.8761 2.30378 12.0005 0 0 10.7001 15.1233 2.37481 0 0 0 0 0 6.73048 0 4.8714 0 0 24.6021 0 0 0 0 0
"STAMBPL1" 0 12.2285 0 1.64726 6.89184 0 0 0 0 12.3673 8.73669 2.36009 0 0 9.9147 0.260497 0 20.4219 8.02832 0 0 35.984 0.335008 0 0 0
"STAP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 421.408
"STAP2" 94.1773 82.4054 50.1873 28.2882 54.1015 18.6177 60.3562 132.591 108.752 13.7435 177.122 56.9597 219.261 125.506 0 60.2573 4.54802 56.082 37.0012 8.70243 7.90178 53.5865 30.959 53.0595 8.97652 413.056
"STAR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.132045 0 0 0 0 0
"STARD10" 23.64 49.6897 55.8505 6.32687 43.5973 20.8885 52.9247 4.02892 19.7869 17.1547 15.4279 36.7531 67.6274 67.2665 0 27.8038 58.5303 34.2487 62.0194 0.285196 0 4.59477 25.9981 0.458352 86.282 0
"STARD13" 0 0 0 0 2.25418 0 0 0 5.06933 0 0 2.41798 37.72 0 0 1.35599 0 0 0 0 0 1.73052 0 0 0 0
"STARD3" 33.1782 29.3899 0.591721 13.6059 12.6678 38.7364 0 42.485 6.95882 56.3523 17.7975 5.00437 0 0 0.346753 21.6239 0 3.21567 0 0 0 17.4329 17.0308 14.9414 0.23262 0
"STARD3NL" 0 6.04622 13.3974 7.33172 6.33923 0 41.7614 0 11.6118 12.7023 0 17.0864 0 0 0 13.3464 0 30.9194 0.131268 0 0 10.5033 34.4369 0 0 0.338991
"STARD4" 0.186086 1.33975 0.566716 0 3.33803 0 0 0 7.58863 0 0 0 0 0 2.81658 0 0 0 0.491195 0 0 0 0 0 0 0
"STARD4-AS1" 0 0 0 0 0 0 0 0 0.0838004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STARD5" 0 11.778 0 1.05135 0 0 0 0 0 29.4843 0 5.41253 0 0 0 0 0 10.8744 37.0242 0 0 0 1.7087 0 0 0
"STARD7" 9.1727 5.97846 3.92065 11.0227 17.6856 7.48182 0 59.9019 0 0 0 0.210797 0 0 0 22.1779 21.5379 18.5566 14.9319 0 0 48.3353 27.4656 0 1.13346 18.445
"STARD8" 0.413035 0 0 0.167519 7.03673 0 0 0 0 0.640478 0 0 0 0 0 0 0 0.510105 0 0 0 0 2.25286 0 0 0
"STARD9" 0 0 0 0 0 0.0601405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STAT1" 51.1501 75.3674 165.432 45.5916 92.977 0.112477 0 190.298 92.0687 34.6742 0.22332 45.1254 32.7238 0.596304 14.4021 31.8951 14.455 53.7785 21.9686 3.60513 1.5219 66.4508 116.573 13.9448 0.292426 0.0633825
"STAT2" 0 7.16786 7.807 9.41761 9.78422 0 0 3.93051 0 14.0984 0 7.31013 4.05654 0 2.78608 9.65779 0 13.0442 5.50402 0.058825 0 13.0274 12.1956 0 19.5221 0
"STAT3" 12.4519 9.13338 9.10936 4.40279 3.22302 7.10979 0 9.91664 17.8931 7.63761 25.6936 6.8228 8.25162 1.2206 7.08168 3.65195 2.24276 16.3502 1.97852 18.3201 17.0137 7.97103 24.9573 0 20.4337 0.0563814
"STAT4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38983 0 0 0 0 0 0 2.32586 0 0 0 0
"STAT5A" 0 0 0 0 0 0 0 16.1515 0 0 0 0 0 0 0 0 0 0 1.34589 0 0 0 0 5.63782 0 0
"STAT5B" 9.24486 3.03556 0.238594 0 7.56137 0 0 8.7085 13.7704 0 9.65112 0 0 0 0.0914813 0.0755288 0 5.65915 6.55103 0.261114 0 0 0.323619 25.2454 0 0.0531769
"STAT6" 37.5811 10.1456 7.47602 6.15414 7.27129 27.844 0 39.802 8.7008 7.79789 0 2.83765 0 0 8.78194 6.85465 9.89548 2.07297 6.18587 0 4.56167 2.12799 0 0 22.8904 0
"STAU1" 10.5762 93.7367 21.5976 27.7881 48.0532 0 0 78.736 39.4229 29.2994 0 75.1851 12.2968 105.698 0 26.8362 10.8271 20.9013 21.7852 0 0.105609 73.6988 62.0784 30.4267 0.192401 0
"STAU2" 1.28895 7.63938 11.9775 2.59709 11.8854 0 0 0 20.7238 13.9828 10.6118 0 26.813 0 0 13.1596 0 0.753609 29.8708 0 0 25.3338 16.2718 0 0 27.9025
"STBD1" 46.5967 45.6005 5.50227 22.653 28.2131 2.18119 12.6377 22.5406 9.2605 9.89267 12.3483 4.30349 0 20.8517 0.080827 7.52837 78.2369 17.0578 34.4315 0.370595 0 22.493 31.8611 0 0 0
"STC2" 0 0 0 0 0 0 0 0 0 0 0 0.043419 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STEAP1" 24.9092 96.3434 49.8723 76.6055 56.3217 0.413357 0 56.4216 64.9937 66.04 28.5726 78.9953 0.285798 7.73539 0 56.478 161.209 15.1799 65.3306 0.228556 0 67.9606 152.486 3.68731 0 0
"STEAP1B" 0 0 0.355876 0 0 0 0 0.822637 0 0 0 0 0 0 0 0.112428 0 0 0 0 0 0 0.14467 0 0 0
"STEAP2" 11.4803 4.41395 5.16999 1.13737 11.0488 0 0 0 0.480684 2.02542 0 1.6161 0 0 0 0.322388 14.125 6.41107 8.28096 0 0.0507964 0 11.9515 0.125895 0 0
"STEAP3" 5.54098 14.8797 0 51.3416 44.7874 7.55461 0 6.97436 0 9.26434 0 12.4793 0.610193 0 6.77042 18.9446 0.0494692 7.48791 0 10.0958 0 5.55847 0.734054 2.67681 0 0
"STIL" 0 12.8854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.435166 0 0 5.42784 0 0 0
"STIM1" 58.9628 44.2031 30.942 46.5441 47.7317 16.8526 21.1784 10.9939 86.6804 21.8065 66.1 16.2939 2.33364 0 11.3125 16.3436 19.8727 36.5283 29.5501 0.133057 0 31.7069 31.2881 11.9414 4.38149 79.8664
"STIM2" 5.34018 0 0.0784298 0.8636 4.68679 0 0 0 0 0 0 8.65466 0 0 0 0 14.9546 0 4.62843 0 0 3.80184 3.83628 0 0 0
"STIP1" 0 21.1421 22.4406 7.68192 31.015 0 0 3.73283 45.0211 10.4264 0 0.231688 0 0 24.1062 0 0 6.76529 0 0.132181 0 2.64678 16.7294 0 0 0
"STK10" 0 0 0 0 0 0 0 0 0 0 0 0.0383727 0 0 0 0 0.374441 0 0 0 0 0.0380732 0 0 0 83.5995
"STK11" 0.249486 0 0 0.126586 0 2.62731 0 1.89831 0 0.138197 0 0 0.20787 0 1.01833 0 0.885654 0 0 0 9.43053 0 0 0 11.7139 0
"STK11IP" 8.23447 0 0 0.457849 0.533283 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126.248
"STK16" 5.20839 26.7043 2.64362 5.87311 10.2531 0.0869978 0 0 0 0 8.30715 12.7158 0 1.20135 0 0.37175 0 7.32606 8.86825 0.0962171 0 41.6367 5.97477 28.3961 0 0
"STK17A" 5.54864 0 0 0.625568 1.16611 0 0 0 4.3067 0.113815 0 1.3761 0 0 0 0 0 4.69473 0 7.18569 0 9.0853 6.87524 14.2511 0 19.4661
"STK17B" 0 3.11186 0 2.13271 0 0 0 0.0878376 0 0 0 0 0.250691 0.191805 2.32323 0 4.83549 0 0 0 0 0 0.744261 0 0 0
"STK19" 15.1672 0 0 7.40681 16.5921 0 0 10.4784 10.422 1.06233 13.6126 0 0 0 17.934 0.434462 3.71139 1.84064 3.99568 0 0 11.4241 0.670815 0 2.53572 0
"STK24" 3.9412 15.4663 11.647 2.22153 28.5024 6.64896 28.9078 39.0547 5.6075 0.484928 26.2925 2.65222 0 0 0 19.3905 0 23.9517 11.817 0 0 32.6432 13.2768 2.61636 0 536.877
"STK25" 0 42.9475 25.6697 27.6756 23.7001 27.5133 1.90664 57.0902 44.4053 12.2037 17.538 20.3639 10.2058 1.63859 10.5612 46.4748 0 64.7703 13.1568 10.3454 52.7827 41.4086 42.0683 49.5887 68.1716 0
"STK3" 0 27.879 0 4.59512 34.7516 0 0 0 0 0 0 17.2576 0 0 0 11.3528 6.83677 0 0 0 0 10.466 22.4983 0 0 0
"STK31" 0 0 0 0 0 32.9021 0 0 0 0 0 0 0 0 0.0732007 0 0 0 0 0 0 2.20569 0 0 0 0
"STK35" 0 0.166864 4.63615 2.0036 1.22675 0 0 0 0 4.78375 0 0 0.0515487 10.0125 9.37252 2.79673 0 0 0 0 0 0.107004 0 0 0 0
"STK36" 5.74962 4.74278 0 8.49372 0 0 0 0 0 0 0 1.46203 3.4933 0 5.17448 0 0 0 0 0 3.67194 0 0 0 0 0
"STK38" 2.15912 0 0 2.76748 2.36381 0 0 18.2223 0 0 0 0 42.4361 0 10.4063 10.2222 0 1.82432 9.07371 18.1578 0 3.21788 0 0 0 0
"STK38L" 0 0 0 0 0.370504 0 0 0 0 0 0.0936619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STK39" 0 0.224829 0 1.77336 0 0 0 0 0 0 0 0 0 0 0 0 0 0.154153 0 0 0 0 0 0 0 0
"STK4" 0 0 0 0 0.118377 0 0 0 0 0 0 0 0 0 0 0 6.22018 0 0 0 0 0.216839 0.0516632 0 4.80171 0.0424329
"STK40" 0 2.99838 0 13.7376 4.82652 0.534299 0 0 0.645697 0 14.8656 0 0 0 12.0398 2.63813 0 0 0 7.31476 0 31.6799 11.1373 0 0 0
"STL" 0 0.0671885 0 0 0 0 0 0 0 0 0 0 0 0 0 0.167729 0 0 0 0 0 0 0 0 0 0
"STMN1" 67.3672 697.748 58.7975 15.6044 48.9779 123.603 173.906 82.5168 165.751 3.60588 0.353453 1.20228 0.156643 0 169.504 40.9561 65.9151 10.0421 0.155524 127.877 0 140.511 0 28.9814 400.921 0.603815
"STOM" 76.3769 222.047 74.3617 124.352 27.8266 0.435119 0.122881 69.1412 164.853 45.619 0 59.7517 0 32.7201 14.8929 22.1053 25.0747 52.376 114.324 0 0 23.2944 124.179 53.3309 71.596 0
"STOML1" 34.6672 0.837019 1.43796 10.8299 0.890584 0 0 30.2653 42.4074 0 0 25.0818 0 0 4.46415 1.03429 21.4692 15.0359 0 50.4625 0 33.4645 11.7532 0 0 0
"STOML2" 93.8523 100.058 124.251 121.173 72.4495 1.26156 0 135.898 89.7986 168.62 13.495 180.37 4.07367 0.449627 109.627 113.126 20.1764 68.3176 88.439 42.2473 0 92.7938 103.144 42.8074 18.1101 11.7122
"STOML3" 0 0 0 0 0 0 0 47.2938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STON1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0480601 0 0 0 0 0 0
"STON2" 0 0 0 1.04047 0 0 0 0 0.104953 0 0 0 0 0 4.03178 0.0599944 0.485469 0 0 0.124397 0 0 0.308488 0 0 0
"STOX2" 0 0 0 0.524128 0 0 0 0 0 0 0 0 3.664 0 0 0 0 0 0 31.0967 17.6276 0 0 0 0 0
"STPG1" 0 8.21863 0 1.30045 0 0 0 77.0882 0 0 0 0 0 0 0 8.64177 9.32097 2.9674 0 0 0 26.934 0 0 0 0
"STRA13" 18.5788 72.8447 23.2151 66.1513 45.3838 129.161 202.225 0 46.4891 31.8156 64.5507 25.2419 87.3814 0 93.7132 43.5159 0 19.0152 17.147 68.1799 1.80398 30.9527 13.5489 0 195.586 0
"STRADA" 3.21138 8.24684 10.7777 7.12985 3.59931 0 0 0 0 16.0413 0 2.80242 0 0 0 0 0 0 0.10588 0 0 0 3.8122 0 86.2502 0
"STRADB" 16.6586 57.6491 53.1488 25.6422 33.8769 90.9808 9.52427 1.50077 31.5667 19.6813 83.2225 28.0137 0 0 0.852526 10.3456 0.259766 96.2155 72.97 0 0 36.7069 51.8545 0 56.0879 0
"STRAP" 40.3481 69.1435 31.1202 20.8241 70.5961 0 0 89.5429 26.5356 21.7431 0 45.4936 0.187078 360.974 0 26.4827 132.142 0.139238 4.99345 0 0 40.6375 6.32824 0 0 1.53372
"STRBP" 8.34639 12.2249 9.47682 4.75398 2.30377 0 0 0 0.508379 0 13.5095 11.2773 13.1881 0 0.145775 0.772817 7.03573 15.4885 0.0653767 4.03742 0 5.26605 19.4402 0.133049 13.4967 0
"STRIP1" 0.131081 1.77093 13.4422 1.99568 0.867403 0 0 1.07435 6.10722 12.6371 17.7212 0 0 0 8.10214 0.042107 0 0 5.61331 0 0 9.92514 11.2623 0 0 16.9225
"STRIP2" 0 0 0 0 0 0 0 0 2.16682 0 0 0 0 0 0 0 0.073904 0 0 0 0 0 0 0 22.6132 0.0529599
"STRN" 0 0 0 0.447011 0 0 0 0 0.48067 0 1.94318 0.0160483 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STRN3" 0 3.02448 2.47875 0 2.79043 0 0 0 6.98874 0 0 0 0 0 0.652983 1.24218 0 10.7419 0 0.135519 0 2.82227 1.42877 0 0 0
"STRN4" 5.64858 6.70538 16.8117 9.90129 26.0901 0 0 0 0 4.40898 0 5.82932 1.49716 5.32999 5.4641 17.5269 8.56751 0 3.5967 4.61315 0 7.86403 8.21811 2.19082 65.6974 0.0870265
"STS" 0.68263 3.69121 0 0.81845 14.6845 0 0 0 0 0.206148 0 0.180739 1.76229 0 0 2.37336 6.43739 0.19155 0 0 0 0 1.15357 0 7.00191 0
"STT3A" 1.67056 3.26118 0.997539 0.598236 1.85887 0 0 0 17.6187 5.11572 0.470106 0 0.573711 0.188283 0.114668 0.189435 0 1.09211 0 0 0 1.07901 0.121754 0 0 0
"STT3B" 20.8736 20.4559 11.1076 18.794 14.1497 0 0 49.4829 38.6326 114.732 25.7767 30.0738 0 0 0 11.893 35.4384 22.1437 18.9366 0.111869 0 3.40464 26.2757 0.35909 0 0
"STUB1" 3.29203 2.46643 4.17745 7.79984 4.39511 0.32855 0 0.321635 0 17.3444 0 12.6 0 6.65935 3.34593 10.4758 0 0 0 0.181669 0 4.59687 3.39733 0 0 0.186817
"STX10" 0 59.6264 35.2273 9.72317 8.70485 45.8583 64.2377 0.473252 0 0.388238 23.7685 9.11288 134.072 0 38.6504 38.377 0 8.97089 0 53.14 0 40.3639 59.204 2.98512 243.827 0
"STX11" 5.42124 0 0 0 0 0 0 0 0 0 0 0 0 0 0.506492 0 0 6.29206 0 0.0963823 0 3.71788 5.64317 0 0 0
